JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460386.89209,9.211,0.115,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-10.442,0,1.030,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460386.89255,8.397,0.287,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-10.113,0,1.029,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460387.30278,11.8,,,Vis.,PEX,,115,121,X35942PD,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460387.891736,7.565,0.021,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.506|CMAGINS=19.296|CREFMAG= 7.355|CREFERR= 0.020|KMAGINS=18.186|KREFMAG= 6.488|KREFERR= 0.015,0,1.056,Z,19.296,18.186,,PNV J17261813-3809354,VVS,STD,,,,
2460387.891806,7.555,0.022,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.525|CMAGINS=19.325|CREFMAG= 7.355|CREFERR= 0.020|KMAGINS=18.248|KREFMAG= 6.488|KREFERR= 0.016,0,1.056,Z,19.325,18.248,,PNV J17261813-3809354,VVS,STD,,,,
2460387.891921,12.055,0.042,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.672|CMAGINS=18.041|CREFMAG= 9.424|CREFERR= 0.009|KMAGINS=17.218|KREFMAG= 9.116|KREFERR= 0.007,0,1.055,Z,18.041,17.218,,PNV J17261813-3809354,VVS,STD,,,,
2460387.891991,12.177,0.047,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.767|CMAGINS=18.014|CREFMAG= 9.424|CREFERR= 0.009|KMAGINS=17.237|KREFMAG= 9.116|KREFERR= 0.007,0,1.055,Z,18.014,17.237,,PNV J17261813-3809354,VVS,STD,,,,
2460387.892141,13.366,0.022,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.868|CMAGINS=16.631|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=16.098|KREFMAG=10.052|KREFERR= 0.003,0,1.055,Z,16.631,16.098,,PNV J17261813-3809354,VVS,STD,,,,
2460387.892315,13.424,0.020,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.762|CMAGINS=16.467|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=15.892|KREFMAG=10.052|KREFERR= 0.003,0,1.055,Z,16.467,15.892,,PNV J17261813-3809354,VVS,STD,,,,
2460387.892465,9.123,0.010,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.568|CMAGINS=17.794|CREFMAG= 8.349|CREFERR= 0.008|KMAGINS=16.867|KREFMAG= 7.750|KREFERR= 0.007,0,1.055,Z,17.794,16.867,,PNV J17261813-3809354,VVS,STD,,,,
2460387.892535,9.124,0.010,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.618|CMAGINS=17.843|CREFMAG= 8.349|CREFERR= 0.008|KMAGINS=16.906|KREFMAG= 7.750|KREFERR= 0.007,0,1.055,Z,17.843,16.906,,PNV J17261813-3809354,VVS,STD,,,,
2460388.20392,12.242,0.050,,B,YBA,,ENSEMBLE,115,X35973FN,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.15485|KMAGINS=-8.070|KMAGSTD=12.052|KRA=261.52723|KREFERR=0.104|KREFMAG=12.104|VMAGINS=-7.880,0,2.012,Z,,12.052,,V1723 SCO,AAVSO,STD,,,,
2460388.20454,11.232,0.022,,V,YBA,,ENSEMBLE,115,X35973FO,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.15498|KMAGINS=-8.988|KMAGSTD=11.470|KRA=261.52716|KREFERR=0.021|KREFMAG=11.521|VMAGINS=-9.227,0,1.999,Z,,11.470,,V1723 SCO,AAVSO,STD,,,,
2460388.20497,9.074,0.003,,R,YBA,,111A,115A_1,240319,|OBSERVAT=PERTH OBSERVATORY|CDEC=-38.21743|CMAGINS=-9.642|CRA=261.62659|CREFERR=0.165|CREFMAG=10.482|KDEC=-38.19731|KMAGINS=-9.099|KMAGSTD=11.025|KRA=261.58204|KREFERR=0.241|KREFMAG=10.901|VMAGINS=-11.050,0,1.991,Z,-9.642,-9.099,,V1723 SCO,AAVSO,STD,,,,
2460388.21152,12.347,0.022,,B,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.356|CRA=261.52763|CREFERR=0.104|CREFMAG=12.104|CX=1.9005|KDEC=-38.10998|KMAGINS=-7.896|KMAGSTD=12.564|KMAGTRAN=12.554|KRA=261.55703|KREFERR=0.099|KREFMAG=12.652|KX=1.9024|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TB_BV=0.0590|TB_BVERR=0.0330|VERR=0.022|VMAGINS=-8.143|VMAGSTD=12.317|VX=1.9023,1,1.894,Z,-8.356,-7.896,,V1723 SCO,AAVSO,STD,101,,,
2460388.21213,11.252,0.008,,V,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.334|CRA=261.52763|CREFERR=0.021|CREFMAG=11.521|CX=1.8918|KDEC=-38.10998|KMAGINS=-8.719|KMAGSTD=12.136|KMAGTRAN=12.140|KRA=261.55703|KREFERR=0.044|KREFMAG=12.141|KX=1.8936|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TV_BV=-0.0250|TV_BVERR=0.0210|VERR=0.008|VMAGINS=-9.590|VMAGSTD=11.265|VX=1.8936,1,1.885,Z,-9.334,-8.719,,V1723 SCO,AAVSO,STD,101,,,
2460388.21265,8.972,0.006,,R,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.417|CRA=261.52763|CREFERR=0.222|CREFMAG=10.996|CX=1.8844|KDEC=-38.10998|KMAGINS=-8.740|KMAGSTD=11.673|KMAGTRAN=11.669|KRA=261.55703|KREFERR=0.219|KREFMAG=11.677|KX=1.8862|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TR_VI=0.0250|TR_VIERR=0.0840|VERR=0.006|VMAGINS=-11.494|VMAGSTD=8.919|VX=1.8862,1,1.876,Z,-9.417,-8.740,,V1723 SCO,AAVSO,STD,101,,,
2460388.21310,8.115,0.020,,I,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.095|CRA=261.52763|CREFERR=0.301|CREFMAG=10.506|CX=1.8780|KDEC=-38.10998|KMAGINS=-7.325|KMAGSTD=11.276|KMAGTRAN=11.278|KRA=261.55703|KREFERR=0.295|KREFMAG=11.243|KX=1.8799|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TI_VI=-0.0140|TI_VIERR=0.0310|VERR=0.020|VMAGINS=-10.456|VMAGSTD=8.145|VX=1.8798,1,1.870,Z,-8.095,-7.325,,V1723 SCO,AAVSO,STD,101,,,
2460388.29236,11.9,,,Vis.,PEX,,115,121,X35942PD,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460388.891725,7.553,0.058,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.734|CMAGINS=20.536|CREFMAG= 7.355|CREFERR= 0.053|KMAGINS=19.475|KREFMAG= 6.488|KREFERR= 0.041,0,1.053,Z,20.536,19.475,,PNV J17261813-3809354,VVS,STD,,,,
2460388.891806,7.686,0.049,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.554|CMAGINS=20.223|CREFMAG= 7.355|CREFERR= 0.042|KMAGINS=19.201|KREFMAG= 6.488|KREFERR= 0.032,0,1.053,Z,20.223,19.201,,PNV J17261813-3809354,VVS,STD,,,,
2460388.891910,12.170,0.074,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.351|CMAGINS=18.605|CREFMAG= 9.424|CREFERR= 0.012|KMAGINS=17.776|KREFMAG= 9.116|KREFERR= 0.010,0,1.053,Z,18.605,17.776,,PNV J17261813-3809354,VVS,STD,,,,
2460388.891991,12.288,0.081,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.499|CMAGINS=18.635|CREFMAG= 9.424|CREFERR= 0.012|KMAGINS=17.876|KREFMAG= 9.116|KREFERR= 0.010,0,1.052,Z,18.635,17.876,,PNV J17261813-3809354,VVS,STD,,,,
2460388.892141,13.469,0.033,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.346|CMAGINS=17.006|CREFMAG=10.129|CREFERR= 0.005|KMAGINS=16.385|KREFMAG=10.052|KREFERR= 0.004,0,1.052,Z,17.006,16.385,,PNV J17261813-3809354,VVS,STD,,,,
2460388.892303,13.507,0.029,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.281|CMAGINS=16.903|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=16.321|KREFMAG=10.052|KREFERR= 0.004,0,1.052,Z,16.903,16.321,,PNV J17261813-3809354,VVS,STD,,,,
2460388.892454,9.186,0.012,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.907|CMAGINS=18.069|CREFMAG= 8.349|CREFERR= 0.009|KMAGINS=17.166|KREFMAG= 7.750|KREFERR= 0.007,0,1.052,Z,18.069,17.166,,PNV J17261813-3809354,VVS,STD,,,,
2460388.892535,9.195,0.012,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.914|CMAGINS=18.068|CREFMAG= 8.349|CREFERR= 0.009|KMAGINS=17.175|KREFMAG= 7.750|KREFERR= 0.007,0,1.052,Z,18.068,17.175,,PNV J17261813-3809354,VVS,STD,,,,
2460389.19308,12.341,0.011,,B,YBA,,121,115,X35973FN,|OBSERVAT=PERTH OBSERVATORY|CDEC=-38.10976|CMAGINS=-7.377|CRA=261.55666|CREFERR=0.099|CREFMAG=12.652|KDEC=-38.15485|KMAGINS=-7.958|KMAGSTD=12.071|KRA=261.52723|KREFERR=0.104|KREFMAG=12.104|VMAGINS=-7.687,0,2.155,Z,-7.377,-7.958,,V1723 SCO,AAVSO,STD,,,,
2460389.19365,11.394,0.008,,V,YBA,,121,115,X35973FO,|OBSERVAT=PERTH OBSERVATORY|CDEC=-38.10983|CMAGINS=-8.305|CRA=261.5564|CREFERR=0.044|CREFMAG=12.141|KDEC=-38.15498|KMAGINS=-8.981|KMAGSTD=11.465|KRA=261.52716|KREFERR=0.021|KREFMAG=11.521|VMAGINS=-9.052,0,2.141,Z,-8.305,-8.981,,V1723 SCO,AAVSO,STD,,,,
2460389.19406,9.053,0.193,,R,YBA,,ENSEMBLE,115A_1,240320,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.19731|KMAGINS=-9.139|KMAGSTD=10.888|KRA=261.58204|KREFERR=0.241|KREFMAG=10.901|VMAGINS=-10.974,0,2.133,Z,,10.888,,V1723 SCO,AAVSO,STD,,,,
2460389.21535,12.487,0.010,,B,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.542|CRA=261.52763|CREFERR=0.104|CREFMAG=12.104|CX=1.8110|KDEC=-38.10998|KMAGINS=-7.960|KMAGSTD=12.686|KMAGTRAN=12.684|KRA=261.55703|KREFERR=0.099|KREFMAG=12.652|KX=1.8126|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TB_BV=0.0590|TB_BVERR=0.0330|VERR=0.010|VMAGINS=-8.189|VMAGSTD=12.457|VX=1.8126,1,1.805,Z,-8.542,-7.960,,V1723 SCO,AAVSO,STD,102,,,
2460389.21596,11.393,0.004,,V,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.416|CRA=261.52763|CREFERR=0.021|CREFMAG=11.521|CX=1.8031|KDEC=-38.10998|KMAGINS=-8.797|KMAGSTD=12.140|KMAGTRAN=12.141|KRA=261.55703|KREFERR=0.044|KREFMAG=12.141|KX=1.8048|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TV_BV=-0.0250|TV_BVERR=0.0210|VERR=0.004|VMAGINS=-9.531|VMAGSTD=11.406|VX=1.8048,1,1.797,Z,-9.416,-8.797,,V1723 SCO,AAVSO,STD,102,,,
2460389.21649,9.150,0.005,,R,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.535|CRA=261.52763|CREFERR=0.222|CREFMAG=10.996|CX=1.7964|KDEC=-38.10998|KMAGINS=-8.849|KMAGSTD=11.682|KMAGTRAN=11.680|KRA=261.55703|KREFERR=0.219|KREFMAG=11.677|KX=1.7980|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TR_VI=0.0250|TR_VIERR=0.0840|VERR=0.005|VMAGINS=-11.426|VMAGSTD=9.105|VX=1.7980,1,1.789,Z,-9.535,-8.849,,V1723 SCO,AAVSO,STD,102,,,
2460389.21692,8.591,0.005,,I,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.530|CRA=261.52763|CREFERR=0.301|CREFMAG=10.506|CX=1.7910|KDEC=-38.10998|KMAGINS=-8.827|KMAGSTD=11.209|KMAGTRAN=11.210|KRA=261.55703|KREFERR=0.295|KREFMAG=11.243|KX=1.7926|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TI_VI=-0.0140|TI_VIERR=0.0310|VERR=0.005|VMAGINS=-11.420|VMAGSTD=8.616|VX=1.7926,1,1.783,Z,-9.530,-8.827,,V1723 SCO,AAVSO,STD,102,,,
2460389.27083,11.9,,,Vis.,PEX,,115,121,X35942PD,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460389.892535,7.691,0.017,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.229|CMAGINS=18.893|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.863|KREFMAG= 6.488|KREFERR= 0.012,0,1.049,Z,18.893,17.863,,PNV J17261813-3809354,VVS,STD,,,,
2460389.892616,7.678,0.017,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.240|CMAGINS=18.917|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.877|KREFMAG= 6.488|KREFERR= 0.012,0,1.049,Z,18.917,17.877,,PNV J17261813-3809354,VVS,STD,,,,
2460389.892720,12.285,0.030,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.225|CMAGINS=17.364|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.573|KREFMAG= 9.116|KREFERR= 0.006,0,1.049,Z,17.364,16.573,,PNV J17261813-3809354,VVS,STD,,,,
2460389.892789,12.181,0.027,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.124|CMAGINS=17.367|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.569|KREFMAG= 9.116|KREFERR= 0.006,0,1.049,Z,17.367,16.569,,PNV J17261813-3809354,VVS,STD,,,,
2460389.892951,13.517,0.016,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.520|CMAGINS=16.132|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.591|KREFMAG=10.052|KREFERR= 0.003,0,1.049,Z,16.132,15.591,,PNV J17261813-3809354,VVS,STD,,,,
2460389.893113,13.487,0.016,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.499|CMAGINS=16.141|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.599|KREFMAG=10.052|KREFERR= 0.003,0,1.049,Z,16.141,15.599,,PNV J17261813-3809354,VVS,STD,,,,
2460389.893264,9.223,0.008,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.278|CMAGINS=17.404|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.499|KREFMAG= 7.750|KREFERR= 0.006,0,1.049,Z,17.404,16.499,,PNV J17261813-3809354,VVS,STD,,,,
2460389.893333,9.221,0.008,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.275|CMAGINS=17.403|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.485|KREFMAG= 7.750|KREFERR= 0.006,0,1.049,Z,17.403,16.485,,PNV J17261813-3809354,VVS,STD,,,,
2460389.89502,11.450,0.080,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-6.990,0,1.018,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460389.89573,9.314,0.039,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-8.304,0,1.018,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460389.89619,8.656,0.221,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-8.398,0,1.017,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460390.21913,12.428,0.010,,B,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.571|CRA=261.52763|CREFERR=0.104|CREFMAG=12.104|CX=1.7312|KDEC=-38.10998|KMAGINS=-8.053|KMAGSTD=12.622|KMAGTRAN=12.616|KRA=261.55703|KREFERR=0.099|KREFMAG=12.652|KX=1.7327|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TB_BV=0.0590|TB_BVERR=0.0330|VERR=0.010|VMAGINS=-8.273|VMAGSTD=12.402|VX=1.7327,1,1.726,Z,-8.571,-8.053,,V1723 SCO,AAVSO,STD,101,,,
2460390.21976,11.401,0.004,,V,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.472|CRA=261.52763|CREFERR=0.021|CREFMAG=11.521|CX=1.7239|KDEC=-38.10998|KMAGINS=-8.861|KMAGSTD=12.132|KMAGTRAN=12.135|KRA=261.55703|KREFERR=0.044|KREFMAG=12.141|KX=1.7254|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TV_BV=-0.0250|TV_BVERR=0.0210|VERR=0.004|VMAGINS=-9.581|VMAGSTD=11.412|VX=1.7254,1,1.718,Z,-9.472,-8.861,,V1723 SCO,AAVSO,STD,101,,,
2460390.22028,9.156,0.005,,R,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.554|CRA=261.52763|CREFERR=0.222|CREFMAG=10.996|CX=1.7179|KDEC=-38.10998|KMAGINS=-8.885|KMAGSTD=11.665|KMAGTRAN=11.662|KRA=261.55703|KREFERR=0.219|KREFMAG=11.677|KX=1.7194|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TR_VI=0.0250|TR_VIERR=0.0840|VERR=0.005|VMAGINS=-11.444|VMAGSTD=9.106|VX=1.7194,1,1.711,Z,-9.554,-8.885,,V1723 SCO,AAVSO,STD,101,,,
2460390.22074,8.405,0.013,,I,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.287|CRA=261.52763|CREFERR=0.301|CREFMAG=10.506|CX=1.7127|KDEC=-38.10998|KMAGINS=-7.570|KMAGSTD=11.223|KMAGTRAN=11.224|KRA=261.55703|KREFERR=0.295|KREFMAG=11.243|KX=1.7141|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TI_VI=-0.0140|TI_VIERR=0.0310|VERR=0.013|VMAGINS=-10.360|VMAGSTD=8.433|VX=1.7142,1,1.706,Z,-8.287,-7.570,,V1723 SCO,AAVSO,STD,101,,,
2460390.821447,11.517,"0,01",,V,CCT,,,,X36127AQA,,0,,Z,11.5,,,V1723 SCO,REA,STD,,,,
2460390.892338,7.765,0.018,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.302|CMAGINS=18.892|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.802|KREFMAG= 6.488|KREFERR= 0.012,0,1.047,Z,18.892,17.802,,PNV J17261813-3809354,VVS,STD,,,,
2460390.892419,7.780,0.017,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.289|CMAGINS=18.864|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=17.801|KREFMAG= 6.488|KREFERR= 0.012,0,1.047,Z,18.864,17.801,,PNV J17261813-3809354,VVS,STD,,,,
2460390.892523,12.307,0.029,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.227|CMAGINS=17.344|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.497|KREFMAG= 9.116|KREFERR= 0.006,0,1.047,Z,17.344,16.497,,PNV J17261813-3809354,VVS,STD,,,,
2460390.892593,12.275,0.031,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.190|CMAGINS=17.339|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.504|KREFMAG= 9.116|KREFERR= 0.006,0,1.047,Z,17.339,16.504,,PNV J17261813-3809354,VVS,STD,,,,
2460390.892755,13.511,0.016,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.502|CMAGINS=16.120|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.492|KREFMAG=10.052|KREFERR= 0.003,0,1.047,Z,16.120,15.492,,PNV J17261813-3809354,VVS,STD,,,,
2460390.892917,13.488,0.016,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.466|CMAGINS=16.106|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.485|KREFMAG=10.052|KREFERR= 0.003,0,1.047,Z,16.106,15.485,,PNV J17261813-3809354,VVS,STD,,,,
2460390.893067,9.271,0.008,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.309|CMAGINS=17.386|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.406|KREFMAG= 7.750|KREFERR= 0.006,0,1.047,Z,17.386,16.406,,PNV J17261813-3809354,VVS,STD,,,,
2460390.893137,9.272,0.008,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.304|CMAGINS=17.381|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.409|KREFMAG= 7.750|KREFERR= 0.006,0,1.046,Z,17.381,16.409,,PNV J17261813-3809354,VVS,STD,,,,
2460391.18720,12.528,0.012,,B,YBA,,121,115,X35973FN,|OBSERVAT=PERTH OBSERVATORY|CDEC=-38.10976|CMAGINS=-7.523|CRA=261.55666|CREFERR=0.099|CREFMAG=12.652|KDEC=-38.15485|KMAGINS=-8.064|KMAGSTD=12.112|KRA=261.52723|KREFERR=0.104|KREFMAG=12.104|VMAGINS=-7.647,0,2.163,Z,-7.523,-8.064,,V1723 SCO,AAVSO,STD,,,,
2460391.18779,11.521,0.008,,V,YBA,,121,115,X35973FO,|OBSERVAT=PERTH OBSERVATORY|CDEC=-38.10983|CMAGINS=-8.385|CRA=261.5564|CREFERR=0.044|CREFMAG=12.141|KDEC=-38.15498|KMAGINS=-9.036|KMAGSTD=11.490|KRA=261.52716|KREFERR=0.021|KREFMAG=11.521|VMAGINS=-9.004,0,2.148,Z,-8.385,-9.036,,V1723 SCO,AAVSO,STD,,,,
2460391.18822,9.216,0.004,,R,YBA,,111A,115A_1,240322,|OBSERVAT=PERTH OBSERVATORY|CDEC=-38.21743|CMAGINS=-9.628|CRA=261.62659|CREFERR=0.165|CREFMAG=10.482|KDEC=-38.19731|KMAGINS=-9.148|KMAGSTD=10.961|KRA=261.58204|KREFERR=0.241|KREFMAG=10.901|VMAGINS=-10.894,0,2.140,Z,-9.628,-9.148,,V1723 SCO,AAVSO,STD,,,,
2460391.19815,12.572,0.013,,B,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.486|CRA=261.52763|CREFERR=0.104|CREFMAG=12.104|CX=1.9786|KDEC=-38.10998|KMAGINS=-7.932|KMAGSTD=12.658|KMAGTRAN=12.653|KRA=261.55703|KREFERR=0.099|KREFMAG=12.652|KX=1.9807|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TB_BV=0.0590|TB_BVERR=0.0330|VERR=0.013|VMAGINS=-8.048|VMAGSTD=12.542|VX=1.9806,1,1.972,Z,-8.486,-7.932,,V1723 SCO,AAVSO,STD,101,,,
2460391.19876,11.478,0.005,,V,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.403|CRA=261.52763|CREFERR=0.021|CREFMAG=11.521|CX=1.9690|KDEC=-38.10998|KMAGINS=-8.768|KMAGSTD=12.156|KMAGTRAN=12.158|KRA=261.55703|KREFERR=0.044|KREFMAG=12.141|KX=1.9711|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TV_BV=-0.0250|TV_BVERR=0.0210|VERR=0.005|VMAGINS=-9.433|VMAGSTD=11.491|VX=1.9710,1,1.961,Z,-9.403,-8.768,,V1723 SCO,AAVSO,STD,101,,,
2460391.19929,9.251,0.005,,R,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.518|CRA=261.52763|CREFERR=0.222|CREFMAG=10.996|CX=1.9608|KDEC=-38.10998|KMAGINS=-8.829|KMAGSTD=11.685|KMAGTRAN=11.680|KRA=261.55703|KREFERR=0.219|KREFMAG=11.677|KX=1.9629|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TR_VI=0.0250|TR_VIERR=0.0840|VERR=0.005|VMAGINS=-11.311|VMAGSTD=9.203|VX=1.9627,1,1.952,Z,-9.518,-8.829,,V1723 SCO,AAVSO,STD,101,,,
2460391.19975,8.524,0.013,,I,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.267|CRA=261.52763|CREFERR=0.301|CREFMAG=10.506|CX=1.9537|KDEC=-38.10998|KMAGINS=-7.436|KMAGSTD=11.337|KMAGTRAN=11.340|KRA=261.55703|KREFERR=0.295|KREFMAG=11.243|KX=1.9558|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TI_VI=-0.0140|TI_VIERR=0.0310|VERR=0.013|VMAGINS=-10.222|VMAGSTD=8.551|VX=1.9556,1,1.945,Z,-8.267,-7.436,,V1723 SCO,AAVSO,STD,101,,,
2460391.27431,11.9,,,Vis.,PEX,,115,121,X35942PD,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460391.89166,11.485,0.121,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-8.100,0,1.017,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460391.89253,9.263,0.101,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-10.217,0,1.016,Z,,,,V1723 SCO,AAVSO,STD,,,,
