JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460362.36268,8.768,0.018,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.301,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.36268,9.266,0.045,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.301,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.364056,7.631,0.084,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.28,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.364056,8.795,0.043,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.28,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.364056,9.519,0.238,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.28,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.365311,7.628,0.051,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.261,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.365311,8.744,0.064,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.261,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.365311,9.34,0.175,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.261,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.366564,7.73,0.125,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.242,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.366564,8.765,0.03,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.242,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.366564,9.339,0.112,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.242,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.36794,7.654,0.058,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.223,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.36794,8.781,0.036,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.223,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.36794,9.302,0.097,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.223,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460362.567083,6.799,0.222,,I,OMOA,,ENSEMBLE,,,,0,2.750,Z,,,,N SCO 2024,AAVSO,STD,,,,
2460362.570093,10.782,0.243,,B,OMOA,,ENSEMBLE,,,,0,2.699,Z,,,,N SCO 2024,AAVSO,STD,,,,
2460362.78,9.4,,,Vis.,DSJ,,8.9,9.6,AAVSO,25x100B,,,Z,,,,V1723,,STD,,,,
2460363.34514,9.5,,,Vis.,PEX,,94,98,X35942PD,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460363.361466,7.804,0.077,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.278,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.361466,8.838,0.034,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.278,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.361466,9.39,0.095,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.278,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.363713,7.769,0.098,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.244,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.363713,8.875,0.031,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.244,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.363713,9.463,0.109,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.244,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.366771,7.81,0.084,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.201,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.366771,8.87,0.031,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.201,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.366771,9.433,0.085,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.201,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.368331,7.698,0.145,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.18,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.368331,8.838,0.034,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.18,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.368331,9.447,0.103,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.18,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.369503,7.715,0.04,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.165,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.369503,8.885,0.006,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.165,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.369503,9.381,0.078,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.165,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.371116,7.746,0.076,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.144,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.371116,8.877,0.034,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.144,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.371116,9.413,0.08,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.144,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.372625,7.729,0.095,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.126,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.372625,8.862,0.032,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.126,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.372625,9.428,0.101,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.126,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.374069,7.791,0.09,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.109,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.374069,8.867,0.02,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.109,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.374069,9.41,0.083,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.109,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.375325,7.692,0.127,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.094,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.375325,8.83,0.01,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.094,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.375325,9.384,0.124,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.094,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.377151,7.72,0.085,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.074,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.377151,8.86,0.019,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.074,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.377151,9.362,0.038,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.074,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460363.561892,6.998,0.406,,I,OMOA,,ENSEMBLE,,,,0,2.794,Z,,,,N SCO 2024,AAVSO,STD,,,,
2460363.8146,9.2,,,Vis.,AAX,,88,94,X35985BD,,,,Z,,,,V1723 SCO,NEOA-JBS,STD,,,,
2460363.83333,9.4,,,Vis.,JNCA,B,88,95,Sky Safari 4 Pro,REFLECTOR NEWTON 180 MM F7 ,,,Z,,,,V1723 Sco,CASP,STD,,,,
2460364.372693,7.898,0.071,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.093,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.372693,9.019,0.044,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.093,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.372693,9.59,0.087,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.093,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.373573,7.862,0.105,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.083,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.373573,8.943,0.011,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.083,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.373573,9.539,0.074,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.083,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.374516,7.895,0.117,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.073,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.374516,9.016,0.061,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.073,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.374516,9.544,0.107,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.073,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.375839,7.82,0.128,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.058,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.375839,8.967,0.013,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.058,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.375839,9.555,0.075,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.058,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.37727,7.77,0.13,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.043,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.37727,8.932,0.026,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.043,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.37727,9.745,0.208,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.043,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.378462,7.786,0.053,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.031,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.378462,8.986,0.028,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.031,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.378462,9.637,0.181,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.031,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.379911,7.791,0.014,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.016,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.379911,8.933,0.026,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.016,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.379911,9.537,0.078,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.016,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.38107,7.767,0.07,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.005,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.38107,8.95,0.015,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.005,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.38107,9.806,0.218,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,2.005,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.382072,7.832,0.083,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,1.996,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.382072,8.959,0.02,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,1.996,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.382072,9.54,0.099,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,1.996,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.383207,7.751,0.095,,TR,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,1.985,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.383207,8.955,0.037,,TG,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,1.985,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.383207,9.453,0.102,,TB,EJOC,,ENSEMBLE,,,ZWO SEESTAR S50; IMX462 WITH IR CUT; PHOTOMETRY MEASUREMENT BY AJY,0,1.985,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460364.813,9.3,,,Vis.,AAX,B,88,94,X35985BD,MOON,,,Z,,,,V1723 SCO,NEOA-JBS,STD,,,,
2460364.87802,9.916,0.118,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.499,0,1.216,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.87870,7.915,0.203,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.457,0,1.214,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.87916,6.771,0.335,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.490,0,1.212,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.89023,6.574,0.224,,I,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-12.177,0,1.185,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.89084,7.653,0.113,,R,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-12.344,0,1.182,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.89122,10.019,0.044,,V,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-9.946,0,1.181,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.89192,10.837,0.068,,B,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-9.045,0,1.177,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.898634,6.052,0.012,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.557|CMAGINS=18.860|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.817|KREFMAG= 6.488|KREFERR= 0.012,0,1.177,Z,18.860,17.817,,PNV J17261813-3809354,VVS,STD,,,,
2460364.898715,6.078,0.011,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.552|CMAGINS=18.828|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=17.804|KREFMAG= 6.488|KREFERR= 0.012,0,1.177,Z,18.828,17.804,,PNV J17261813-3809354,VVS,STD,,,,
2460364.898819,10.620,0.009,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.487|CMAGINS=17.292|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.520|KREFMAG= 9.116|KREFERR= 0.006,0,1.177,Z,17.292,16.520,,PNV J17261813-3809354,VVS,STD,,,,
2460364.898900,10.574,0.009,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.444|CMAGINS=17.294|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.516|KREFMAG= 9.116|KREFERR= 0.006,0,1.177,Z,17.294,16.516,,PNV J17261813-3809354,VVS,STD,,,,
2460364.899051,11.928,0.006,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.886|CMAGINS=16.087|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.502|KREFMAG=10.052|KREFERR= 0.003,0,1.176,Z,16.087,15.502,,PNV J17261813-3809354,VVS,STD,,,,
2460364.899213,11.927,0.006,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.884|CMAGINS=16.086|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.500|KREFMAG=10.052|KREFERR= 0.003,0,1.175,Z,16.086,15.500,,PNV J17261813-3809354,VVS,STD,,,,
2460364.899363,7.863,0.006,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=16.869|CMAGINS=17.354|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.430|KREFMAG= 7.750|KREFERR= 0.006,0,1.175,Z,17.354,16.430,,PNV J17261813-3809354,VVS,STD,,,,
2460364.899444,7.889,0.006,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=16.880|CMAGINS=17.340|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.447|KREFMAG= 7.750|KREFERR= 0.006,0,1.175,Z,17.340,16.447,,PNV J17261813-3809354,VVS,STD,,,,
2460364.98958,9.5,,,Vis.,HSCC,B,94,,X36049DK,56x in 150mm reflector,,,Z,,,,V1723 Sco,AAVSO,STD,,,,
2460365.52604,7.876,0.029,,R,KMWA,,ENSEMBLE,115,X35942Z,|KDEC=-38.15541|KMAGINS=-8.306|KMAGSTD=11.222|KRA=261.5274|KREFERR=0.222|KREFMAG=10.996|VMAGINS=-11.597,1,2.310,Z,,11.222,,V1723 SCO,BAV,STD,,,,
2460365.52832,9.475,0.014,,V,KMWA,,ENSEMBLE,115,X35942Z,|KDEC=-38.15541|KMAGINS=-8.336|KMAGSTD=11.463|KRA=261.5274|KREFERR=0.021|KREFMAG=11.521|VMAGINS=-10.268,1,2.310,Z,,11.463,,V1723 SCO,BAV,STD,,,,
2460365.53177,10.866,0.019,,B,KMWA,,ENSEMBLE,115,X35942Z,|KDEC=-38.15541|KMAGINS=-7.028|KMAGSTD=11.806|KRA=261.5274|KREFERR=0.104|KREFMAG=12.104|VMAGINS=-8.139,1,2.310,Z,,11.806,,V1723 SCO,BAV,STD,,,,
2460365.72222,9.9,,,Vis.,PLA,,9.9,10.4,X35947LN,99 and 104 (stellarium),,,Z,,,,V1723 Sco,AAVSO,STD,,,,
2460365.87731,6.724,0.125,,I,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-13.112,0,1.226,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.87934,7.926,0.066,,R,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-13.209,0,1.217,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88088,10.231,0.030,,V,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-10.872,0,1.209,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88122,10.042,0.044,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.371,0,1.193,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88189,8.054,0.162,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.422,0,1.190,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88234,7.019,0.270,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.338,0,1.189,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88258,11.034,0.030,,B,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-9.917,0,1.200,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.98125,9.3,,,Vis.,CKB,,88,94,X35898IN,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460366.88106,9.928,0.054,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.562,0,1.183,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460366.88172,8.077,0.137,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.393,0,1.181,Z,,,,V1723 SCO,AAVSO,STD,,,,
